Time,ShipKinetic,GranularKinetic,Dissipated
7,720082,46,231205,0,359,38785
7,730082,46,194843,0,359,4242
7,7400823,46,112366,0,359,50668
7,7500825,45,983982,0,359,63507
7,7600827,45,809998,0,359,80905
7,770083,45,5908,0,360,02826
7,780083,45,326885,0,360,29218
7,7900834,45,018818,0,360,60025
7,8000836,44,667248,0,360,9518
7,810084,44,27293,0,361,34613
7,820084,43,836685,0,361,78238
7,8300843,43,359417,0,362,25964
7,8400846,42,842133,0,362,77692
7,850085,42,285885,0,363,33316
7,860085,41,691826,0,363,92722
7,8700852,41,06117,0,364,55786
7,8800855,40,395206,0,365,22382
7,8900857,39,695297,0,365,92374
7,900086,38,962852,0,366,6562
7,910086,38,19937,0,367,41968
7,9200864,37,406384,0,368,21268
7,9300866,36,58548,0,369,03357
7,940087,35,738323,0,369,88074
7,950087,34,866623,0,370,75244
7,9600873,33,97211,0,371,64694
7,9700875,33,056583,0,372,56247
7,9800878,32,12186,0,373,4972
7,990088,31,16981,0,374,44925
8,000088,30,20232,0,375,41675
8,010088,29,221313,0,376,39777
8,020088,28,228731,0,377,39035
8,030088,27,226538,0,378,39255
8,040089,26,216705,0,379,40237
8,050089,25,20123,0,380,41785
8,060089,24,182104,0,381,43698
8,070089,23,161325,0,382,45776
8,08009,22,140896,0,383,47818
8,09009,21,12281,0,384,49628
8,10009,20,109053,0,385,51004
8,11009,19,101597,0,386,5175
8,1200905,18,102398,0,387,5167
8,130091,17,113394,0,388,5057
8,140091,16,136496,0,389,4826
8,150091,15,173585,0,390,44553
8,160091,14,226519,0,391,39258
8,170092,13,297112,0,392,322
8,180092,12,387143,0,393,23196
8,190092,11,498347,0,394,12076
8,200092,10,632416,0,394,9867
8,210093,9,790988,0,395,82812
8,220093,8,975655,0,396,64346
8,230093,8,187946,0,397,43118
8,240093,7,429341,0,398,1898
8,250093,6,7012525,0,398,91788
8,260094,6,0050297,0,399,6141
8,270094,5,3419585,0,400,2772
8,280094,4,7132535,0,400,90588
8,290094,4,120058,0,401,49908
8,300095,3,5634446,0,402,0557
8,310095,3,0444083,0,402,57474
8,320095,2,5638678,0,403,05527
8,330095,2,1226625,0,403,49646
8,3400955,1,7215532,0,403,89758
8,350096,1,3612176,0,404,2579
8,360096,1,0422508,0,404,57687
8,370096,0,7651645,0,404,85397
8,380096,0,53038526,0,405,08875
8,390097,0,33825454,0,405,28088
8,400097,0,18902798,0,405,4301
8,410097,0,08287479,0,405,53625
8,420097,0,019877933,0,405,59924
8,430098,3,3932614E-05,0,405,61908
8,440098,0,02325312,0,405,61908
8,450098,0,08935997,0,405,61908
8,460098,0,19809364,0,405,61908
8,4700985,0,34910864,0,405,61908
8,480099,0,5419757,0,405,61908
8,490099,0,7761828,0,405,61908
8,500099,1,0511364,0,405,61908
8,510099,1,3661627,0,405,61908
8,5201,1,7205092,0,405,61908
8,5301,2,1133466,0,405,61908
8,5401,2,5437696,0,405,61908
8,5501,3,0108004,0,405,61908
8,560101,3,5133903,0,405,61908
8,570101,4,0504203,0,405,61908
8,580101,4,620706,0,405,61908
8,590101,5,222999,0,405,61908
8,600101,5,8559885,0,405,61908
8,610102,6,5183063,0,405,61908
8,620102,7,208527,0,405,61908
8,630102,7,9251747,0,405,61908
8,640102,8,6667185,0,405,61908
8,650103,9,431587,0,405,61908
8,660103,10,218163,0,405,61908
8,670103,11,024788,0,405,61908
8,680103,11,849768,0,405,61908
8,690104,12,691374,0,405,61908
8,700104,13,547848,0,405,61908
8,710104,14,417409,0,405,61908
8,720104,15,298249,0,405,61908
8,730104,16,188545,0,405,61908
8,740105,17,086456,0,405,61908
8,750105,17,990133,0,405,61908
8,760105,18,89771,0,405,61908
8,770105,19,80733,0,405,61908
8,780106,20,717125,0,405,61908
8,790106,21,625235,0,405,61908
8,800106,22,529808,0,405,61908
8,810106,23,429003,0,405,61908
8,8201065,24,320988,0,405,61908
8,830107,25,203955,0,405,61908
8,840107,26,076118,0,405,61908
8,850107,26,935713,0,405,61908
8,860107,27,781002,0,405,61908
8,870108,28,61029,0,405,61908
8,880108,29,421906,0,405,61908
8,890108,30,214218,0,405,61908
8,900108,30,98565,0,405,61908
8,910109,31,734648,0,405,61908
8,920109,32,459724,0,405,61908
8,930109,33,15944,0,405,61908
8,940109,33,832405,0,405,61908
8,9501095,34,477283,0,405,61908
8,96011,35,092804,0,405,61908
8,97011,35,67775,0,405,61908
8,98011,36,23098,0,405,61908
8,99011,36,751415,0,405,61908
9,000111,37,23802,0,405,61908
9,010111,37,68987,0,405,61908
9,020111,38,10608,0,405,61908
9,030111,38,48585,0,405,61908
9,040112,38,828453,0,405,61908
9,050112,39,133247,0,405,61908
9,060112,39,39964,0,405,61908
9,070112,39,627155,0,405,61908
9,080112,39,81536,0,405,61908
9,090113,39,96393,0,405,61908
9,100113,40,07259,0,405,61908
9,110113,40,141167,0,405,61908
9,120113,40,16958,0,405,61908
9,130114,40,157795,0,405,63086
9,140114,40,10589,0,405,68277
9,150114,40,013992,0,405,77466
9,160114,39,88233,0,405,9063
9,1701145,39,711216,0,406,07742
9,180115,39,501026,0,406,2876
9,190115,39,252213,0,406,5364
9,200115,38,965317,0,406,8233
9,210115,38,64095,0,407,14767
9,220116,38,279785,0,407,50885
9,230116,37,882584,0,407,90607
9,240116,37,450176,0,408,33847
9,250116,36,98345,0,408,8052
9,260117,36,48338,0,409,30527
9,270117,35,95098,0,409,83768
9,280117,35,387337,0,410,4013
9,290117,34,793613,0,410,99503
9,3001175,34,17101,0,411,6176
9,310118,33,520782,0,412,26785
9,320118,32,844257,0,412,94437
9,330118,32,142796,0,413,6458
9,340118,31,417803,0,414,37082
9,350119,30,670744,0,415,1179
9,360119,29,903118,0,415,88553
9,370119,29,116459,0,416,67218
9,380119,28,312338,0,417,4763
9,39012,27,492355,0,418,29626
9,40012,26,658146,0,419,13046
9,41012,25,811365,0,419,97723
9,42012,24,953693,0,420,8349
9,43012,24,086826,0,421,70178
9,440121,23,212477,0,422,57614
9,450121,22,332365,0,423,45624
9,460121,21,448227,0,424,34036
9,470121,20,561798,0,425,2268
9,480122,19,674812,0,426,1138
9,490122,18,78901,0,426,9996
9,500122,17,906116,0,427,8825
9,510122,17,027853,0,428,76077
9,520123,16,155931,0,429,6327
9,530123,15,292036,0,430,49658
9,540123,14,437844,0,431,35077
9,550123,13,595003,0,432,1936
9,560123,12,765139,0,433,02347
9,570124,11,94984,0,433,83878
9,580124,11,150673,0,434,63794
9,590124,10,369164,0,435,41943
9,600124,9,606802,0,436,1818
9,610125,8,865034,0,436,92355
9,620125,8,145261,0,437,64334
9,630125,7,448841,0,438,33975
9,640125,6,7770805,0,439,0115
9,6501255,6,1312356,0,439,65735
9,660126,5,5125065,0,440,2761
9,670126,4,922038,0,440,86655
9,680126,4,3609157,0,441,42767
9,690126,3,830165,0,441,95844
9,700127,3,3307474,0,442,45786
9,710127,2,8635604,0,442,92505
9,720127,2,4294362,0,443,35916
9,730127,2,029138,0,443,75946
9,740128,1,6633607,0,444,12524
9,750128,1,3327283,0,444,45587
9,760128,1,037794,0,444,7508
9,770128,0,7790379,0,445,00955
9,7801285,0,5568674,0,445,23172
9,790129,0,3716159,0,445,41696
9,800129,0,22354214,0,445,56503
9,810129,0,1128303,0,445,67575
9,820129,0,03958945,0,445,749
9,83013,0,0038535746,0,445,78473
9,84013,0,0055817007,0,445,78473
9,85013,0,044658087,0,445,78473
9,86013,0,1208926,0,445,78473
9,870131,0,2340213,0,445,78473
9,880131,0,38370696,0,445,78473
9,890131,0,56954014,0,445,78473
9,900131,0,79103976,0,445,78473
9,910131,1,0476549,0,445,78473
9,920132,1,3387651,0,445,78473
9,930132,1,6636825,0,445,78473
9,940132,2,021653,0,445,78473
9,950132,2,411858,0,445,78473
9,960133,2,8334167,0,445,78473
9,970133,3,2853858,0,445,78473
9,980133,3,766765,0,445,78473
9,990133,4,276497,0,445,78473
10,0001335,4,813468,0,445,78473
10,010134,5,376514,0,445,78473
10,020134,5,964421,0,445,78473
10,030134,6,5759273,0,445,78473
10,040134,7,209727,0,445,78473
10,050135,7,864472,0,445,78473
10,060135,8,5387745,0,445,78473
10,070135,9,231213,0,445,78473
10,080135,9,940328,0,445,78473
10,090136,10,664634,0,445,78473
10,100136,11,402616,0,445,78473
10,110136,12,152735,0,445,78473
10,120136,12,913431,0,445,78473
10,1301365,13,683127,0,445,78473
10,140137,14,460231,0,445,78473
10,150137,15,243135,0,445,78473
10,160137,16,03023,0,445,78473
10,170137,16,819897,0,445,78473
10,180138,17,610514,0,445,78473
10,190138,18,400467,0,445,78473
10,200138,19,188137,0,445,78473
10,210138,19,971924,0,445,78473
10,220139,20,75023,0,445,78473
10,230139,21,521477,0,445,78473
10,240139,22,284096,0,445,78473
10,250139,23,036547,0,445,78473
10,260139,23,777315,0,445,78473
10,27014,24,504902,0,445,78473
10,28014,25,217842,0,445,78473
10,29014,25,91471,0,445,78473
10,30014,26,5941,0,445,78473
10,310141,27,254662,0,445,78473
10,320141,27,895073,0,445,78473
10,330141,28,514063,0,445,78473
10,340141,29,110397,0,445,78473
10,350142,29,682894,0,445,78473
10,360142,30,230425,0,445,78473
10,370142,30,751902,0,445,78473
10,380142,31,246307,0,445,78473
10,390142,31,712667,0,445,78473
10,400143,32,15007,0,445,78473
10,410143,32,55767,0,445,78473
10,420143,32,934673,0,445,78473
10,430143,33,280354,0,445,78473
10,440144,33,59404,0,445,78473
10,450144,33,87514,0,445,78473
10,460144,34,123116,0,445,78473
10,470144,34,337513,0,445,78473
10,4801445,34,51793,0,445,78473
10,490145,34,664036,0,445,78473
10,500145,34,775574,0,445,78473
10,510145,34,85236,0,445,78473
10,520145,34,894268,0,445,78473
10,530146,34,90126,0,445,78473
10,540146,34,873344,0,445,81265
10,550146,34,81062,0,445,87537
10,560146,34,713245,0,445,97275
10,570147,34,581448,0,446,10455
10,580147,34,415524,0,446,27048
10,590147,34,215843,0,446,47015
10,600147,33,98283,0,446,70316
10,610147,33,71699,0,446,969
10,620148,33,41888,0,447,2671
10,630148,33,089127,0,447,59683
10,640148,32,728428,0,447,95752
10,650148,32,33751,0,448,34845
10,660149,31,9172,0,448,76877
10,670149,31,468355,0,449,21762
10,680149,30,991896,0,449,6941
10,690149,30,488796,0,450,1972
10,70015,29,960077,0,450,72592
10,71015,29,406816,0,451,27917
10,72015,28,830133,0,451,85587
10,73015,28,231192,0,452,4548
10,74015,27,611202,0,453,0748
10,750151,26,971407,0,453,7146
10,760151,26,313091,0,454,37292
10,770151,25,637575,0,455,04843
10,780151,24,946213,0,455,7398
10,790152,24,240381,0,456,44565
10,800152,23,521484,0,457,16455
10,810152,22,790953,0,457,89508
10,820152,22,050234,0,458,6358
10,8301525,21,300795,0,459,38525
10,840153,20,54412,0,460,14194
10,850153,19,781702,0,460,90436
10,860153,19,015038,0,461,67102
10,870153,18,245642,0,462,44043
10,880154,17,475018,0,463,21106
10,890154,16,704678,0,463,98138
10,900154,15,936126,0,464,74994
10,910154,15,17086,0,465,5152
10,920155,14,410373,0,466,2757
10,930155,13,656138,0,467,02994
10,940155,12,909619,0,467,77646
10,950155,12,172256,0,468,51382
10,9601555,11,4454775,0,469,2406
10,970156,10,730674,0,469,9554
10,980156,10,029222,0,470,65686
10,990156,9,34246,0,471,34363
11,000156,8,6717005,0,472,01437
11,010157,8,018217,0,472,66785
11,020157,7,3832498,0,473,30283
11,030157,6,767997,0,473,9181
11,040157,6,1736155,0,474,51248
11,050158,5,601218,0,475,08487
11,060158,5,051873,0,475,63422
11,070158,4,526598,0,476,1595
11,080158,4,0263624,0,476,65973
11,090158,3,5520823,0,477,134
11,100159,3,104621,0,477,58145
11,110159,2,6847863,0,478,00128
11,120159,2,2933295,0,478,39273
11,130159,1,930943,0,478,75513
11,14016,1,5982605,0,479,0878
11,15016,1,2958544,0,479,3902
11,16016,1,024236,0,479,6618
11,17016,0,7838538,0,479,9022
11,1801605,0,5750931,0,480,11096
11,190161,0,3982752,0,480,28778
11,200161,0,25365704,0,480,4324
11,210161,0,14143065,0,480,54462
11,220161,0,061722986,0,480,62433
11,230162,0,014595768,0,480,67145
11,240162,4,5535355E-05,0,480,686
11,250162,0,018003736,0,480,686
11,260162,0,06833702,0,480,686
11,270163,0,1508476,0,480,686
11,280163,0,2652738,0,480,686
11,290163,0,41129076,0,480,686
11,300163,0,58851117,0,480,686
11,3101635,0,79648596,0,480,686
11,320164,1,0347059,0,480,686
11,330164,1,3026019,0,480,686
11,340164,1,599547,0,480,686
11,350164,1,9248576,0,480,686
11,360165,2,2777948,0,480,686
11,370165,2,6575656,0,480,686
11,380165,3,063325,0,480,686
11,390165,3,494178,0,480,686
11,400166,3,9491813,0,480,686
11,410166,4,4273453,0,480,686
11,420166,4,9276366,0,480,686
11,430166,5,448978,0,480,686
11,440166,5,990254,0,480,686
11,450167,6,55031,0,480,686
11,460167,7,1279597,0,480,686
11,470167,7,7219796,0,480,686
11,480167,8,331117,0,480,686
11,490168,8,954095,0,480,686
11,500168,9,589609,0,480,686
11,510168,10,236328,0,480,686
11,520168,10,89291,0,480,686
11,530169,11,557989,0,480,686
11,540169,12,230188,0,480,686
11,550169,12,908115,0,480,686
11,560169,13,590377,0,480,686
11,570169,14,275567,0,480,686
11,58017,14,962279,0,480,686
11,59017,15,649106,0,480,686
11,60017,16,334642,0,480,686
11,61017,17,01749,0,480,686
11,620171,17,696259,0,480,686
11,630171,18,369568,0,480,686
11,640171,19,03605,0,480,686
11,650171,19,694359,0,480,686
11,6601715,20,343163,0,480,686
11,670172,20,98115,0,480,686
11,680172,21,607037,0,480,686
11,690172,22,219566,0,480,686
11,700172,22,817509,0,480,686
11,710173,23,399668,0,480,686
11,720173,23,96488,0,480,686
11,730173,24,51202,0,480,686
11,740173,25,039999,0,480,686
11,750174,25,54777,0,480,686
11,760174,26,034323,0,480,686
11,770174,26,498701,0,480,686
11,780174,26,939987,0,480,686
11,7901745,27,357319,0,480,686
11,800175,27,749878,0,480,686
11,810175,28,116894,0,480,686
11,820175,28,457657,0,480,686
11,830175,28,771505,0,480,686
11,840176,29,05784,0,480,686
11,850176,29,316109,0,480,686
11,860176,29,54582,0,480,686
11,870176,29,746546,0,480,686
11,880177,29,917912,0,480,686
11,890177,30,0596,0,480,686
11,900177,30,17136,0,480,686
11,910177,30,25299,0,480,686
11,920177,30,304365,0,480,686
11,930178,30,32541,0,480,686
11,940178,30,316113,0,480,6953
11,950178,30,276524,0,480,7349
11,960178,30,206747,0,480,80466
11,970179,30,106958,0,480,90445
11,980179,29,977388,0,481,03403
11,990179,29,818317,0,481,19308
12,000179,29,630098,0,481,38132
12,0101795,29,413134,0,481,59827
12,02018,29,167885,0,481,8435
12,03018,28,894865,0,482,11652
12,04018,28,594652,0,482,41672
12,05018,28,267864,0,482,7435
12,060181,27,915182,0,483,0962
12,070181,27,537329,0,483,47406
12,080181,27,135084,0,483,8763
12,090181,26,709269,0,484,30212
12,100182,26,260752,0,484,75064
12,110182,25,79044,0,485,22095
12,120182,25,299294,0,485,7121
12,130182,24,788303,0,486,22308
12,1401825,24,258503,0,486,75287
12,150183,23,710957,0,487,3004
12,160183,23,146769,0,487,8646
12,170183,22,567064,0,488,4443
12,180183,21,973005,0,489,03836
12,190184,21,365782,0,489,64557
12,200184,20,7466,0,490,26474
12,210184,20,116695,0,490,89465
12,220184,19,477316,0,491,53403
12,230185,18,829731,0,492,1816
12,240185,18,17522,0,492,83612
12,250185,17,515076,0,493,49628
12,260185,16,850605,0,494,16074
12,270185,16,183107,0,494,82825
12,280186,15,513899,0,495,49747
12,290186,14,844289,0,496,16708
12,300186,14,175587,0,496,8358
12,310186,13,509101,0,497,50226
12,320187,12,8461275,0,498,16522
12,330187,12,187956,0,498,8234
12,340187,11,535863,0,499,4755
12,350187,10,89111,0,500,12024
12,360188,10,254946,0,500,7564
12,370188,9,628592,0,501,38275
12,380188,9,013252,0,501,99808
12,390188,8,410105,0,502,60123
12,400188,7,820303,0,503,19104
12,410189,7,244969,0,503,7664
12,420189,6,685196,0,504,32617
12,430189,6,1420426,0,504,86932
12,440189,5,6165323,0,505,39484
12,45019,5,109652,0,505,9017
12,46019,4,622348,0,506,389
12,47019,4,1555266,0,506,85583
12,48019,3,710051,0,507,3013
12,4901905,3,2867408,0,507,7246
12,500191,2,886368,0,508,12497
12,510191,2,5096595,0,508,50168
12,520191,2,1572917,0,508,85403
12,530191,1,8298914,0,509,18143
12,540192,1,5280352,0,509,48328
12,550192,1,2522461,0,509,75906
12,560192,1,0029951,0,510,0083
12,570192,0,7806989,0,510,2306
12,580193,0,5857194,0,510,42557
12,590193,0,4183632,0,510,59293
12,600193,0,27888122,0,510,73242
12,610193,0,16746823,0,510,84384
12,6201935,0,08426236,0,510,92703
12,630194,0,029345268,0,510,98196
12,640194,0,0027418553,0,511,00858
12,650194,0,0044204392,0,511,00858
12,660194,0,03429289,0,511,00858
12,670195,0,09221494,0,511,00858
12,680195,0,17798658,0,511,00858
12,690195,0,29135254,0,511,00858
12,700195,0,432003,0,511,00858
12,710196,0,5995741,0,511,00858
12,720196,0,7936491,0,511,00858
12,730196,1,013759,0,511,00858
12,740196,1,2593838,0,511,00858
12,750196,1,5299537,0,511,00858
12,760197,1,82485,0,511,00858
12,770197,2,1434064,0,511,00858
12,780197,2,484912,0,511,00858
12,790197,2,8486097,0,511,00858
12,800198,3,2336998,0,511,00858
12,810198,3,6393428,0,511,00858
12,820198,4,064659,0,511,00858
12,830198,4,508732,0,511,00858
12,8401985,4,970607,0,511,00858
12,850199,5,449299,0,511,00858
12,860199,5,94379,0,511,00858
12,870199,6,453032,0,511,00858
12,880199,6,97595,0,511,00858
12,8902,7,511443,0,511,00858
12,9002,8,058389,0,511,00858
12,9102,8,615644,0,511,00858
12,9202,9,18205,0,511,00858
12,930201,9,75642,0,511,00858
12,940201,10,337571,0,511,00858
12,950201,10,924296,0,511,00858
12,960201,11,515386,0,511,00858
12,9702015,12,109622,0,511,00858
12,980202,12,705784,0,511,00858
12,990202,13,302648,0,511,00858
13,000202,13,898995,0,511,00858
13,010202,14,493604,0,511,00858
13,020203,15,085264,0,511,00858
13,030203,15,6727705,0,511,00858
13,040203,16,254929,0,511,00858
13,050203,16,830563,0,511,00858
13,060204,17,398504,0,511,00858
13,070204,17,95761,0,511,00858
13,080204,18,506744,0,511,00858
13,090204,19,044815,0,511,00858
13,100204,19,570734,0,511,00858
13,110205,20,08345,0,511,00858
13,120205,20,581936,0,511,00858
13,130205,21,065197,0,511,00858
13,140205,21,53227,0,511,00858
13,150206,21,982231,0,511,00858
13,160206,22,414185,0,511,00858
13,170206,22,827278,0,511,00858
13,180206,23,220697,0,511,00858
13,190207,23,593664,0,511,00858
13,200207,23,945452,0,511,00858
13,210207,24,27537,0,511,00858
13,220207,24,582775,0,511,00858
13,230207,24,867077,0,511,00858
13,240208,25,127722,0,511,00858
13,250208,25,36421,0,511,00858
13,260208,25,576096,0,511,00858
13,270208,25,76297,0,511,00858
13,280209,25,924488,0,511,00858
13,290209,26,06035,0,511,00858
13,300209,26,170307,0,511,00858
13,310209,26,254168,0,511,00858
13,3202095,26,311789,0,511,00858
13,33021,26,343082,0,511,00858
13,34021,26,348007,0,511,00858
13,35021,26,326586,0,511,03
13,36021,26,278883,0,511,0777
13,370211,26,205027,0,511,15155
13,380211,26,105186,0,511,2514
13,390211,25,979588,0,511,377
13,400211,25,828505,0,511,5281
13,410212,25,652264,0,511,70435
13,420212,25,451244,0,511,90536
13,430212,25,225874,0,512,13074
13,440212,24,97662,0,512,38
13,4502125,24,704006,0,512,6526
13,460213,24,408598,0,512,948
13,470213,24,091,0,513,2656
13,480213,23,751871,0,513,60474
13,490213,23,391905,0,513,9647
13,500214,23,011835,0,514,3448
13,510214,22,61244,0,514,7442
13,520214,22,194525,0,515,1621
13,530214,21,758938,0,515,5977
13,540215,21,306562,0,516,0501
13,550215,20,838305,0,516,5184
13,560215,20,355112,0,517,0016
13,570215,19,85795,0,517,4988
13,580215,19,347818,0,518,0089
13,590216,18,825733,0,518,531
13,600216,18,292738,0,519,064
13,610216,17,749897,0,519,6069
13,620216,17,198284,0,520,1585
13,630217,16,638996,0,520,7178
13,640217,16,073141,0,521,2836
13,650217,15,501837,0,521,8549
13,660217,14,926213,0,522,43054
13,6702175,14,347401,0,523,00934
13,680218,13,766539,0,523,5902
13,690218,13,184763,0,524,172
13,700218,12,603218,0,524,75354
13,710218,12,023037,0,525,33374
13,720219,11,4453535,0,525,91144
13,730219,10,871289,0,526,4855
13,740219,10,301964,0,527,0548
13,750219,9,738476,0,527,6183
13,76022,9,181915,0,528,17487
13,77022,8,633358,0,528,72345
13,78022,8,093856,0,529,26294
13,79022,7,5644464,0,529,79236
13,8002205,7,0461416,0,530,31067
13,810221,6,5399294,0,530,8169
13,820221,6,046773,0,531,31006
13,830221,5,5676064,0,531,78925
13,840221,5,1033344,0,532,25354
13,850222,4,654831,0,532,702
13,860222,4,2229347,0,533,1339
13,870222,3,8084517,0,533,5484
13,880222,3,41215,0,533,9447
13,890223,3,0347602,0,534,3221
13,900223,2,676975,0,534,6799
13,910223,2,3394444,0,535,0174
13,920223,2,0227773,0,535,33405
13,930223,1,7275412,0,535,6293
13,940224,1,4542578,0,535,9025
13,950224,1,2034048,0,536,1534
13,960224,0,975414,0,536,38135
13,970224,0,7706706,0,536,5861
13,980225,0,5895126,0,536,7673
13,990225,0,43223023,0,536,92456
14,000225,0,29906544,0,537,05774
14,010225,0,19021156,0,537,16656
14,020226,0,105812885,0,537,251
14,030226,0,04596458,0,537,31085
14,040226,0,010712623,0,537,3461
14,050226,5,374029E-05,0,537,3568
14,060226,0,013935532,0,537,3568
14,070227,0,052256674,0,537,3568
14,080227,0,11486723,0,537,3568
14,090227,0,20156902,0,537,3568
14,100227,0,31211615,0,537,3568
14,110228,0,44621554,0,537,3568
14,120228,0,6035278,0,537,3568
14,130228,0,78366756,0,537,3568
14,140228,0,98620486,0,537,3568
14,1502285,1,2106658,0,537,3568
14,160229,1,4565336,0,537,3568
14,170229,1,7232497,0,537,3568
14,180229,2,010215,0,537,3568
14,190229,2,3167915,0,537,3568
14,20023,2,6423028,0,537,3568
14,21023,2,9860365,0,537,3568
14,22023,3,347245,0,537,3568
14,23023,3,7251465,0,537,3568
14,240231,4,1189294,0,537,3568
14,250231,4,5277505,0,537,3568
14,260231,4,9507375,0,537,3568
14,270231,5,386993,0,537,3568
14,280231,5,8355956,0,537,3568
14,290232,6,2955985,0,537,3568
14,300232,6,766037,0,537,3568
14,310232,7,2459254,0,537,3568
14,320232,7,734261,0,537,3568
14,330233,8,230028,0,537,3568
14,340233,8,732196,0,537,3568
14,350233,9,239726,0,537,3568
14,360233,9,751568,0,537,3568
14,370234,10,266665,0,537,3568
14,380234,10,783958,0,537,3568
14,390234,11,302387,0,537,3568
14,400234,11,820888,0,537,3568
14,410234,12,338401,0,537,3568
14,420235,12,853872,0,537,3568
14,430235,13,366249,0,537,3568
14,440235,13,874489,0,537,3568
14,450235,14,377563,0,537,3568
14,460236,14,874452,0,537,3568
14,470236,15,364152,0,537,3568
14,480236,15,8456745,0,537,3568
14,490236,16,31805,0,537,3568
14,5002365,16,780329,0,537,3568
14,510237,17,23158,0,537,3568
14,520237,17,67091,0,537,3568
14,530237,18,097431,0,537,3568
14,540237,18,510298,0,537,3568
14,550238,18,908688,0,537,3568
14,560238,19,291813,0,537,3568
14,570238,19,65891,0,537,3568
14,580238,20,009258,0,537,3568
14,590239,20,342167,0,537,3568
14,600239,20,656979,0,537,3568
14,610239,20,953081,0,537,3568
14,620239,21,229893,0,537,3568
14,6302395,21,486881,0,537,3568
14,64024,21,723543,0,537,3568
14,65024,21,939428,0,537,3568
14,66024,22,13412,0,537,3568
14,67024,22,307251,0,537,3568
14,680241,22,458494,0,537,3568
14,690241,22,587568,0,537,3568
14,700241,22,694233,0,537,3568
14,710241,22,778301,0,537,3568
14,720242,22,839626,0,537,3568
14,730242,22,878109,0,537,3568
14,740242,22,893692,0,537,3568
14,750242,22,886374,0,537,36414
14,760242,22,856182,0,537,39435
14,770243,22,803205,0,537,4473
14,780243,22,727571,0,537,52295
14,790243,22,629456,0,537,6211
14,800243,22,509077,0,537,74146
14,810244,22,366693,0,537,88385
14,820244,22,202614,0,538,0479
14,830244,22,017187,0,538,23334
14,840244,21,810804,0,538,4397
14,8502445,21,583893,0,538,6666
14,860245,21,336927,0,538,9136
14,870245,21,070421,0,539,18005
14,880245,20,784922,0,539,4656
14,890245,20,481012,0,539,7695
14,900246,20,159319,0,540,0912
14,910246,19,820494,0,540,43
14,920246,19,465229,0,540,7853
14,930246,19,094246,0,541,15625
14,940247,18,70829,0,541,54224
14,950247,18,308144,0,541,9424
14,960247,17,894613,0,542,3559
14,970247,17,468527,0,542,782
14,9802475,17,03074,0,543,2198
14,990248,16,582129,0,543,6684
15,000248,16,12359,0,544,12695
15,010248,15,656037,0,544,5945
15,020248,15,180401,0,545,0701
15,030249,14,697623,0,545,5529
15,040249,14,208665,0,546,0419
15,050249,13,714491,0,546,5361
15,060249,13,216079,0,547,0345
15,07025,12,714411,0,547,53613
15,08025,12,210472,0,548,0401
15,09025,11,705255,0,548,5453
15,10025,11,199746,0,549,0508
15,11025,10,694938,0,549,5556
15,120251,10,191813,0,550,0587
15,130251,9,691355,0,550,5592
15,140251,9,194535,0,551,056
15,150251,8,702315,0,551,5483
15,160252,8,2156515,0,552,0349
15,170252,7,7354813,0,552,5151
15,180252,7,2627296,0,552,98785
15,190252,6,7983046,0,553,4523
15,200253,6,3430967,0,553,9075
15,210253,5,897975,0,554,3526
15,220253,5,4637876,0,554,7868
15,230253,5,041358,0,555,2092
15,240253,4,6314855,0,555,6191
15,250254,4,2349424,0,556,0156
15,260254,3,8524733,0,556,3981
15,270254,3,4847918,0,556,76575
15,280254,3,1325824,0,557,118
15,290255,2,796496,0,557,45404
15,300255,2,4771504,0,557,7734
15,310255,2,1751297,0,558,0754
15,320255,1,89098,0,558,35956
15,3302555,1,6252127,0,558,6253
15,340256,1,3783004,0,558,8722
15,350256,1,1506772,0,559,0998
15,360256,0,94273823,0,559,30774
15,370256,0,75483805,0,559,49567
15,380257,0,5872907,0,559,6632
15,390257,0,440369,0,559,8101
15,400257,0,31430387,0,559,93616
15,410257,0,20928413,0,560,0412
15,420258,0,12545618,0,560,125
15,430258,0,06292384,0,560,18756
15,440258,0,021748135,0,560,22876
15,450258,0,0019473126,0,560,24854
15,4602585,0,0034968876,0,560,24854
15,470259,0,02632977,0,560,24854
15,480259,0,07033649,0,560,24854
15,490259,0,1353655,0,560,24854
15,500259,0,22122353,0,560,24854
15,51026,0,32767606,0,560,24854
15,52026,0,454448,0,560,24854
15,53026,0,6012241,0,560,24854
15,54026,0,76765,0,560,24854
15,550261,0,9533325,0,560,24854
15,560261,1,1578408,0,560,24854
15,570261,1,3807075,0,560,24854
15,580261,1,6214293,0,560,24854
15,590261,1,8794684,0,560,24854
15,600262,2,1542532,0,560,24854
15,610262,2,4451804,0,560,24854
15,620262,2,7516148,0,560,24854
15,630262,3,0728922,0,560,24854
15,640263,3,4083192,0,560,24854
15,650263,3,7571769,0,560,24854
15,660263,4,1187205,0,560,24854
15,670263,4,4921803,0,560,24854
15,6802635,4,876766,0,560,24854
15,690264,5,271665,0,560,24854
15,700264,5,6760473,0,560,24854
15,710264,6,0890636,0,560,24854
15,720264,6,5098515,0,560,24854
15,730265,6,9375334,0,560,24854
15,740265,7,3712196,0,560,24854
15,750265,7,810011,0,560,24854
15,760265,8,252998,0,560,24854
15,770266,8,699269,0,560,24854
15,780266,9,147902,0,560,24854
15,790266,9,597978,0,560,24854
15,800266,10,048571,0,560,24854
