Time,ShipKinetic,GranularKinetic,Dissipated
0,01,0,04167845,4,8844123E-12,0
0,02,0,1664638,2,1160745E-11,0
0,03,0,37385723,5,1654212E-11,0
0,04,0,6631959,9,9797955E-11,0
0,049999997,1,0336547,1,6976112E-10,0
0,059999995,1,484248,2,6660374E-10,0
0,06999999,2,0138316,3,2291547E-10,0
0,07999999,2,6211066,3,7068026E-10,0
0,08999999,3,3046212,4,6336332E-10,0
0,09999999,4,062774,5,687852E-10,0
0,109999985,4,893818,4,920908E-10,0
0,11999998,5,7958636,3,586589E-10,0
0,12999998,6,766884,2,8575445E-10,0
0,13999999,7,804717,3,0783984E-10,0
0,14999999,8,907072,4,2293957E-10,0
0,16,10,071538,5,096297E-10,0
0,17,11,295577,5,142289E-10,0
0,18,12,576546,5,3547106E-10,0
0,19000001,13,911683,6,585054E-10,0
0,20000002,15,298135,7,595971E-10,0
0,21000002,16,732943,6,049594E-10,0
0,22000003,18,213058,4,794729E-10,0
0,23000003,19,735357,4,66147E-10,0
0,24000004,21,296627,6,368473E-10,0
0,25000003,22,89359,7,901452E-10,0
0,26000002,24,5229,8,304705E-10,0
0,27,26,181152,9,2857644E-10,0
0,28,27,864899,1,0909544E-09,0
0,29,29,570637,1,2470088E-09,0
0,29999998,31,29483,1,1207775E-09,0
0,30999997,33,03392,9,618724E-10,0
0,31999996,34,784325,8,95077E-10,0
0,32999995,36,542427,1,0673241E-09,0
0,33999994,38,304634,1,3910538E-09,0
0,34999993,40,06732,1,6712739E-09,0
0,35999992,41,826893,1,9068378E-09,0
0,36999992,43,579742,1,8702824E-09,0
0,3799999,45,32232,1,5930581E-09,0
0,3899999,47,051075,1,2643231E-09,0
0,3999999,48,76249,1,2444611E-09,0
0,40999988,50,453106,1,6297732E-09,0
0,41999987,52,11951,2,4044E-09,0
0,42999986,53,758343,3,0989948E-09,0
0,43999985,55,366287,3,379375E-09,0
0,44999984,56,940125,3,41109E-09,0
0,45999983,58,47669,3,1858016E-09,0
0,46999982,59,97292,2,9011025E-09,0
0,4799998,61,425808,2,904147E-09,0
0,4899998,62,832474,3,0344125E-09,0
0,4999998,64,19011,3,190597E-09,0
0,5099998,65,49601,3,4004533E-09,0
0,5199998,66,747604,4,074267E-09,0
0,5299998,67,94242,5,189565E-09,0
0,5399998,69,078094,5,1195976E-09,0
0,5499998,70,152405,4,0156363E-09,0
0,55999976,71,163246,3,4333907E-09,0
0,56999975,72,10865,4,3646082E-09,0
0,57999974,72,98676,6,62831E-09,0
0,58999974,73,795906,7,955525E-09,0
0,5999997,74,5345,6,862471E-09,0
0,6099997,75,20114,5,5632916E-09,0
0,6199997,75,79456,5,7903966E-09,0
0,6299997,76,31365,7,769247E-09,0
0,6399997,76,75745,1,0090628E-08,0
0,6499997,77,12511,1,1524757E-08,0
0,65999967,77,415985,1,1486276E-08,0
0,66999966,77,62959,1,1682515E-08,0
0,67999965,77,76555,1,1953401E-08,0
0,68999964,77,823685,1,10025E-08,0
0,69999963,77,80394,9,394872E-09,0,019744873
0,7099996,77,70645,9,562648E-09,0,11723328
0,7199996,77,53149,1,2528533E-08,0,29219818
0,7299996,77,27945,1,7035033E-08,0,5442352
0,7399996,76,95096,1,961775E-08,0,87272644
0,7499996,76,54672,1,788269E-08,1,2769623
0,7599996,76,06762,1,4259943E-08,1,7560654
0,76999956,75,514694,1,2776825E-08,2,3089905
0,77999955,74,88911,1,4789391E-08,2,934578
0,78999954,74,19219,1,8600723E-08,3,6314926
0,79999954,73,42539,2,1884588E-08,4,3982925
0,8099995,72,590324,2,0772669E-08,5,2333603
0,8199995,71,688705,2,0353356E-08,6,1349792
0,8299995,70,72239,2,1252479E-08,7,1012955
0,8399995,69,69336,2,4392726E-08,8,130325
0,8499995,68,60373,2,7918134E-08,9,219955
0,8599995,67,4557,3,0949693E-08,10,367981
0,86999947,66,25164,3,165811E-08,11,572044
0,87999946,64,99398,3,3337017E-08,12,829704
0,88999945,63,68524,3,3953068E-08,14,138443
0,89999944,62,328094,3,2466943E-08,15,49559
0,90999943,60,92526,2,9311108E-08,16,898426
0,9199994,59,47956,2,940205E-08,18,344124
0,9299994,57,993893,3,6775663E-08,19,829792
0,9399994,56,47122,4,488544E-08,21,352467
0,9499994,54,914604,4,998934E-08,22,90908
0,9599994,53,327137,4,6615884E-08,24,496548
0,9699994,51,711975,4,336716E-08,26,11171
0,97999936,50,07233,4,868478E-08,27,751354
0,98999935,48,41145,5,7486268E-08,29,412235
0,99999934,46,732624,6,546633E-08,31,09106
1,0099994,45,039173,7,222371E-08,32,78451
1,0199994,43,334427,7,632177E-08,34,489258
1,0299994,41,62175,7,943454E-08,36,201935
1,0399994,39,904495,7,610716E-08,37,91919
1,0499994,38,186035,6,932185E-08,39,63765
1,0599993,36,469727,7,4500875E-08,41,35396
1,0699993,34,758926,8,965992E-08,43,06476
1,0799993,33,05697,1,08111536E-07,44,766716
1,0899993,31,367159,1,3497045E-07,46,456528
1,0999993,29,692774,1,3950884E-07,48,130913
1,1099993,28,03706,1,229249E-07,49,78663
1,1199993,26,403212,1,084855E-07,51,42048
1,1299993,24,794376,1,0761181E-07,53,029312
1,1399993,23,213644,1,4250818E-07,54,610046
1,1499993,21,66405,1,914444E-07,56,15964
1,1599993,20,148544,2,12845E-07,57,675148
1,1699992,18,670023,2,0692231E-07,59,15367
1,1799992,17,231289,1,972232E-07,60,592407
1,1899992,15,835063,1,9900556E-07,61,988632
1,1999992,14,483978,2,2030616E-07,63,339718
1,2099992,13,180571,2,3425035E-07,64,64313
1,2199992,11,927277,2,429168E-07,65,89642
1,2299992,10,726429,2,9113468E-07,67,097275
1,2399992,9,580246,3,5517454E-07,68,243454
1,2499992,8,490837,4,161892E-07,69,33286
1,2599992,7,460192,3,9806326E-07,70,36351
1,2699991,6,4901814,3,1427888E-07,71,33352
